16,90
16,4
4,14
4,14
4,13
4,11
4,15
4,13
4,14
5,35
5,16
5,17
5,16
5,16
5,16
5,35
5,16
6,5
6,4
6,7
6,7
6,5
17,4
17,4
17,7
17,4
17,4
57,5
57,4
57,5
57,9
57,2
47,261
47,3942
